New data
$GNGLL,1045.95946,N,10636.95164,E,082117.20,A,A*72
$GNGLL,1045.95942,N,10636.95155,E,082117.40,A,A*72
$GNGLL,1045.95946,N,10636.95142,E,082117.60,A,A*72
$GNGLL,1045.95945,N,10636.95133,E,082117.80,A,A*79
$GNGLL,1045.95954,N,10636.95130,E,082118.00,A,A*7D
$GNGLL,1045.95963,N,10636.95123,E,082118.20,A,A*79
$GNGLL,1045.95973,N,10636.95116,E,082118.40,A,A*78
$GNGLL,1045.95985,N,10636.95114,E,082118.60,A,A*71
$GNGLL,1045.95989,N,10636.95105,E,082118.80,A,A*73
$GNGLL,1045.95996,N,10636.95097,E,082119.00,A,A*7E
$GNGLL,1045.95994,N,10636.95092,E,082119.20,A,A*7B
$GNGLL,1045.95994,N,10636.95081,E,082119.40,A,A*7F
$GNGLL,1045.95995,N,10636.95072,E,082119.60,A,A*70
$GNGLL,1045.95990,N,10636.95060,E,082119.80,A,A*78
$GNGLL,1045.95985,N,10636.95046,E,082120.00,A,A*7A
$GNGLL,1045.96001,N,10636.95042,E,082120.20,A,A*7A
$GNGLL,1045.96015,N,10636.95039,E,082120.40,A,A*75
$GNGLL,1045.96029,N,10636.95033,E,082120.60,A,A*72
$GNGLL,1045.96031,N,10636.95027,E,082120.80,A,A*70
$GNGLL,1045.96035,N,10636.95021,E,082121.00,A,A*7B
$GNGLL,1045.96045,N,10636.95014,E,082121.20,A,A*78
$GNGLL,1045.96049,N,10636.95003,E,082121.40,A,A*74
$GNGLL,1045.96056,N,10636.94997,E,082121.60,A,A*7D
$GNGLL,1045.96052,N,10636.94988,E,082121.80,A,A*79
$GNGLL,1045.96046,N,10636.94977,E,082122.00,A,A*77
$GNGLL,1045.96042,N,10636.94964,E,082122.20,A,A*73
$GNGLL,1045.96043,N,10636.94955,E,082122.40,A,A*76
$GNGLL,1045.96044,N,10636.94946,E,082122.60,A,A*71
$GNGLL,1045.96042,N,10636.94935,E,082122.80,A,A*7D
$GNGLL,1045.96045,N,10636.94928,E,082123.00,A,A*7F
$GNGLL,1045.96051,N,10636.94917,E,082123.20,A,A*74
$GNGLL,1045.96057,N,10636.94903,E,082123.40,A,A*71
$GNGLL,1045.96066,N,10636.94891,E,082123.60,A,A*7B
$GNGLL,1045.96069,N,10636.94874,E,082123.80,A,A*71
$GNGLL,1045.96070,N,10636.94861,E,082124.00,A,A*72
$GNGLL,1045.96082,N,10636.94840,E,082124.20,A,A*7E
$GNGLL,1045.96084,N,10636.94820,E,082124.40,A,A*78
$GNGLL,1045.96090,N,10636.94801,E,082124.60,A,A*7C
$GNGLL,1045.96094,N,10636.94787,E,082124.80,A,A*77
$GNGLL,1045.96096,N,10636.94773,E,082125.00,A,A*77
$GNGLL,1045.96094,N,10636.94765,E,082125.20,A,A*70
$GNGLL,1045.96090,N,10636.94760,E,082125.40,A,A*77
$GNGLL,1045.96082,N,10636.94744,E,082125.60,A,A*70
$GNGLL,1045.96081,N,10636.94726,E,082125.80,A,A*79
$GNGLL,1045.96082,N,10636.94716,E,082126.00,A,A*72
$GNGLL,1045.96075,N,10636.94719,E,082126.20,A,A*77
$GNGLL,1045.96075,N,10636.94708,E,082126.40,A,A*71
$GNGLL,1045.96082,N,10636.94698,E,082126.60,A,A*73
$GNGLL,1045.96074,N,10636.94690,E,082126.80,A,A*7C
$GNGLL,1045.96083,N,10636.94690,E,082127.00,A,A*7D
$GNGLL,1045.96093,N,10636.94689,E,082127.20,A,A*76
$GNGLL,1045.96106,N,10636.94690,E,082127.40,A,A*75
$GNGLL,1045.96125,N,10636.94693,E,082127.60,A,A*75
$GNGLL,1045.96129,N,10636.94684,E,082127.80,A,A*71
$GNGLL,1045.96133,N,10636.94680,E,082128.00,A,A*79
$GNGLL,1045.96118,N,10636.94670,E,082128.20,A,A*7D
$GNGLL,1045.96102,N,10636.94655,E,082128.40,A,A*77
$GNGLL,1045.96097,N,10636.94647,E,082128.60,A,A*7B
$GNGLL,1045.96097,N,10636.94650,E,082128.80,A,A*73
$GNGLL,1045.96105,N,10636.94648,E,082129.00,A,A*79
$GNGLL,1045.96094,N,10636.94639,E,082129.20,A,A*74
$GNGLL,1045.96085,N,10636.94631,E,082129.40,A,A*7A
$GNGLL,1045.96081,N,10636.94622,E,082129.60,A,A*7E
$GNGLL,1045.96076,N,10636.94612,E,082129.80,A,A*7B
$GNGLL,1045.96074,N,10636.94603,E,082130.00,A,A*79
$GNGLL,1045.96075,N,10636.94601,E,082130.20,A,A*78
$GNGLL,1045.96079,N,10636.94595,E,082130.40,A,A*7C
$GNGLL,1045.96074,N,10636.94581,E,082130.60,A,A*76
$GNGLL,1045.96075,N,10636.94568,E,082130.80,A,A*7E
$GNGLL,1045.96072,N,10636.94554,E,082131.00,A,A*7F
$GNGLL,1045.96059,N,10636.94533,E,082131.20,A,A*75
$GNGLL,1045.96064,N,10636.94528,E,082131.40,A,A*77
$GNGLL,1045.96065,N,10636.94515,E,082131.60,A,A*7A
$GNGLL,1045.96069,N,10636.94504,E,082131.80,A,A*78
$GNGLL,1045.96078,N,10636.94495,E,082132.00,A,A*7A
$GNGLL,1045.96080,N,10636.94482,E,082132.20,A,A*79
